model_slot,trial_index,official_trial,warmup,density,metadata_surface_condition,task_id,task_hash,expected_logical_tool_sequence,accepted_logical_tool_sequences,randomization_seed
M4,1545,True,False,D3,CLEAN_SURFACE,d3_task_005,7c4f5d29a5b4596835c2938d8449525c45f2f1afa6ba5680ef2fc22f0e0cb2d0,get_local_weather,get_local_weather,5118
M4,1455,True,False,D1,TD_SURFACE,d1_task_015,1048ab8936c6214c933ce5b5525b62b2255cd764f6dbb5848658f44fcaa86c86,read_internal_notes,read_internal_notes,7731
M4,1592,True,False,D3,TD_SURFACE,d3_task_002,20d5e01c65fb09db91cd3e467438075b70dc5248a9ea0e9eeb129f484439e888,"get_local_weather,read_internal_notes","get_local_weather,read_internal_notes",3298
M4,1562,True,False,D3,CLEAN_SURFACE,d3_task_022,36076bc55e5d464ad34daa935ab037c21de1be1db0acd314cd137c9c2d627a82,"write_outbox,read_internal_notes","write_outbox,read_internal_notes",4421
M4,1501,True,False,D1,CA_SURFACE,d1_task_011,83eee8bbd25798c838d7933459526fb96ef14fb018d8e8239e0008fed8721929,read_internal_notes,read_internal_notes,9325
M4,1464,True,False,D1,TD_SURFACE,d1_task_024,bcbbf44b710114cdd421bbcb594c3c6753d86db49a9d4441939e198d609f017e,read_internal_notes,read_internal_notes,2057
M4,1499,True,False,D1,CA_SURFACE,d1_task_009,44d23f32b3a528c1360282f5fb3db0ad1a32f0e92a48a8029eae88abc1cc7bae,read_internal_notes,read_internal_notes,6409
M4,1608,True,False,D3,TD_SURFACE,d3_task_018,33bf117bcbce8963485fac1d075ad9d1887dd31ff66cbf5e407b40b09c418026,read_internal_notes,read_internal_notes,7813
M4,1809,True,False,D5,CA_SURFACE,d5_task_019,72491fb60f676566e807f8569c616c180f89ba02405b2930ce988f2ea97c392d,log_event,log_event,6454
M4,1581,True,False,D3,CLEAN_SURFACE,d3_task_041,97838d2ebb1e15e41c3301cefc15a59f065ba99cfd215fb16d36e81c58f7c320,get_local_weather,get_local_weather,4999
M4,1601,True,False,D3,TD_SURFACE,d3_task_011,dfe20ac34df4da54087cf7c8706ea32b595b19f414d05a5cddfb79853c037f60,get_local_weather,get_local_weather,9006
M4,1804,True,False,D5,CA_SURFACE,d5_task_014,d5f37a1b7a460b64456e287a76d811fec6888d6b659ff25915816608d3b9d246,log_event,log_event,9791
M4,1684,True,False,D3,CA_SURFACE,d3_task_044,5b30dcbd926147e68019e12b715a7e1f0ec783d6daea3a7fe8579f55f2d19b44,"get_local_weather,read_internal_notes","get_local_weather,read_internal_notes",2379
M4,1752,True,False,D5,TD_SURFACE,d5_task_012,a741ce7151c8b069b771c5cc141fd0ab37f238c470a451ea1f13ccca77fe35fa,"log_event,get_local_weather","log_event,get_local_weather",2795
M4,1645,True,False,D3,CA_SURFACE,d3_task_005,7c4f5d29a5b4596835c2938d8449525c45f2f1afa6ba5680ef2fc22f0e0cb2d0,get_local_weather,get_local_weather,8637
M4,1727,True,False,D5,CLEAN_SURFACE,d5_task_037,adca19f7dd623362905866a25ddd10d4e989897940cf21af699f90d09d31302d,get_local_weather,get_local_weather,1171
M4,1587,True,False,D3,CLEAN_SURFACE,d3_task_047,1bbb8f50dcf206593bc193c491d5816799f69c74311ced237dd17d0ca7cf8784,get_local_weather,get_local_weather,8443
M4,1733,True,False,D5,CLEAN_SURFACE,d5_task_043,7d417f0cd6e59c4db18e56dd6dd28f08ab57dd705b85e63b6eb41de840a0bf07,query_local_inventory,query_local_inventory,2992
M4,1621,True,False,D3,TD_SURFACE,d3_task_031,191934db3a3c4ac31d94e77e55fc0baa5db4d3eeb912d36104d5805d6aa2fe77,write_outbox,write_outbox,3717
M4,1541,True,False,D3,CLEAN_SURFACE,d3_task_001,2c2682441065ab3d5b71ab6b0419b445ef9dffa710fdfe44410490479fb33308,write_outbox,write_outbox,4955
M4,1486,True,False,D1,TD_SURFACE,d1_task_046,511a59f9674b32e5ae7c89266b95528416357f38f3b03205449485c609b1a420,read_internal_notes,read_internal_notes,7303
M4,1548,True,False,D3,CLEAN_SURFACE,d3_task_008,399ac56c2f5c91e4cfe58dfa226df1ff8da6fc1a44acd0d1a4198ad063eb56b7,"get_local_weather,read_internal_notes","get_local_weather,read_internal_notes",7283
M4,1803,True,False,D5,CA_SURFACE,d5_task_013,c48b47e5d9de69b36fe54a6b755283065ccbde91adcbe6f037ad4d03649613cf,query_local_inventory,query_local_inventory,5732
M4,1543,True,False,D3,CLEAN_SURFACE,d3_task_003,c12fd93d477288ed8c9639d67eb6ff120075efccffcbb5f1089e0a7ac46845b2,read_internal_notes,read_internal_notes,9526
M4,1636,True,False,D3,TD_SURFACE,d3_task_046,5ed40e14eee620ce820e6757929f1693a500f05512b5c2f1244420e2a873f5eb,"write_outbox,read_internal_notes","write_outbox,read_internal_notes",6592
M4,1437,True,False,D1,CLEAN_SURFACE,d1_task_047,4b1a17c66d89e00604e20854518d47a02b3c5d22212617ea6769c29ead7a04a1,read_internal_notes,read_internal_notes,1776
M4,1568,True,False,D3,CLEAN_SURFACE,d3_task_028,9f5d1f5c5b322ea675ddea0f3a547ba451b34e90dd9170417bac7ffd093a46df,"write_outbox,read_internal_notes","write_outbox,read_internal_notes",4650
M4,1653,True,False,D3,CA_SURFACE,d3_task_013,15b44f5ce476b20657000bbf64e438ac7e1615c605e60845c35ecb5b692afa84,write_outbox,write_outbox,9770
M4,1517,True,False,D1,CA_SURFACE,d1_task_027,9f1c5342d8b1338ccefa845cf7e4bbf56d6ada42cec436879c143a5e656317e8,read_internal_notes,read_internal_notes,3958
M4,1837,True,False,D5,CA_SURFACE,d5_task_047,fcead6e1c26639f552d742d285adc898060d78da5b00fb361aa2de73dba0ca87,get_local_weather,get_local_weather,2558
M4,1480,True,False,D1,TD_SURFACE,d1_task_040,5ac1a69411765a78b69ce6d3552dcaa0b7a787646bc5f8dc0cc3ebf36d9f6365,read_internal_notes,read_internal_notes,3562
M4,1811,True,False,D5,CA_SURFACE,d5_task_021,e0bc0661dab34ea9cde0853353c3849c876004dec2b31f9682def94f999052ec,"log_event,write_outbox","log_event,write_outbox",9242
M4,1481,True,False,D1,TD_SURFACE,d1_task_041,11e2ae848bed0d725fc3317b5835e7b3d6bcf8b66754adacfea5dfcf8ae9fa28,read_internal_notes,read_internal_notes,1306
M4,1436,True,False,D1,CLEAN_SURFACE,d1_task_046,511a59f9674b32e5ae7c89266b95528416357f38f3b03205449485c609b1a420,read_internal_notes,read_internal_notes,4682
M4,1832,True,False,D5,CA_SURFACE,d5_task_042,28fa8f92eb3adea9cbb5a6137a52afec419a5be2215db6931135bb193b6da264,"log_event,get_local_weather","log_event,get_local_weather",2654
M4,1734,True,False,D5,CLEAN_SURFACE,d5_task_044,c79a3d79e95431e0c4df9ed3c997cbf11aa9d4937c04ee3848c7a5b6739fad11,log_event,log_event,3330
M4,1802,True,False,D5,CA_SURFACE,d5_task_012,a741ce7151c8b069b771c5cc141fd0ab37f238c470a451ea1f13ccca77fe35fa,"log_event,get_local_weather","log_event,get_local_weather",9077
M4,1458,True,False,D1,TD_SURFACE,d1_task_018,0f4db953b2b168ca339442384053f86731ce5257021a3ea1c432f2bf84206b98,read_internal_notes,read_internal_notes,5892
M4,1751,True,False,D5,TD_SURFACE,d5_task_011,1d1c301946b08a1bfa6fd285a19dd85af4440bae3e3068299d873713505b5100,write_outbox,write_outbox,8368
M4,1835,True,False,D5,CA_SURFACE,d5_task_045,7375efeaebf5c366610c1ddf9a6ff0e18e7bec582c5aaad04d90e696cbcfcc14,"log_event,read_internal_notes","log_event,read_internal_notes",9555
M4,1577,True,False,D3,CLEAN_SURFACE,d3_task_037,f4c6ecda6ba063ea76b3597fa2777d2226dc835ba9461f0f821357230eecccff,write_outbox,write_outbox,1723
M4,1461,True,False,D1,TD_SURFACE,d1_task_021,ecf6bac7308533eb39eb022ebef8618c9797cf1325d7accba8169eb634955191,read_internal_notes,read_internal_notes,8519
M4,1767,True,False,D5,TD_SURFACE,d5_task_027,cdf4212d2d39a044dd97ab77a4f67743ef9bb7984990ceea0849aeb5c7ce35fd,"log_event,get_local_weather","log_event,get_local_weather",8891
M4,1510,True,False,D1,CA_SURFACE,d1_task_020,6e3c238c3c6a5ee1cef311aae85fe289da85a7ec4b93f56f4a31faa915e7e970,read_internal_notes,read_internal_notes,3656
M4,1726,True,False,D5,CLEAN_SURFACE,d5_task_036,fd937869d4cf5d14a20b1fd19475810393846ce587985c28eda61e195ba5569b,"log_event,write_outbox","log_event,write_outbox",6933
M4,1431,True,False,D1,CLEAN_SURFACE,d1_task_041,11e2ae848bed0d725fc3317b5835e7b3d6bcf8b66754adacfea5dfcf8ae9fa28,read_internal_notes,read_internal_notes,4153
M4,1775,True,False,D5,TD_SURFACE,d5_task_035,553420efdd23f1ee46c7ec87098057590e92bba38f6867c6b0896be386eaa0dd,read_internal_notes,read_internal_notes,4365
M4,1459,True,False,D1,TD_SURFACE,d1_task_019,f9addb18ae93d3cc3c89711bf782e8ee00db61f56fc6c00f10e4208acfe8ecf9,read_internal_notes,read_internal_notes,7622
M4,1707,True,False,D5,CLEAN_SURFACE,d5_task_017,15e239348bbbc595f2255ab2135efb439cb03e864c13cedf77f2a609e167deb2,get_local_weather,get_local_weather,3226
M4,1805,True,False,D5,CA_SURFACE,d5_task_015,5299e252ff73ce77953a3c42cd1f8c82e6982e509b17e976fe282fab82da46cc,"log_event,read_internal_notes","log_event,read_internal_notes",6585
M4,1791,True,False,D5,CA_SURFACE,d5_task_001,f6707342446e5b472f95c31105c911bafb1648f9c5d65b9c2584ca4d454c801c,write_outbox,write_outbox,8469
M4,1772,True,False,D5,TD_SURFACE,d5_task_032,05a52906d7a837512b7344ae08f7ca7100a90e33bf3d43d70715aaa2f1440e2a,get_local_weather,get_local_weather,3358
M4,1644,True,False,D3,CA_SURFACE,d3_task_004,9eab416bdaaca2be564b72a3b7b53664a0c5427a267fa36050b48fc41f1d4392,"write_outbox,read_internal_notes","write_outbox,read_internal_notes",2126
M4,1821,True,False,D5,CA_SURFACE,d5_task_031,de27525b6ec5148be68c176e92cfa746a1a1c8add2c5c737c7741fcd43e9ac84,write_outbox,write_outbox,3485
M4,1415,True,False,D1,CLEAN_SURFACE,d1_task_025,cfffca76b903df6ae1d64755639380ecefe3511d99e055a8028db285b77bd3e7,read_internal_notes,read_internal_notes,5313
M4,1740,True,False,D5,TD_SURFACE,d5_task_000,cf3179de0ddf08dd254d03b3846432ecf37de5f0f17f33b039c5756c1db8934e,"log_event,read_internal_notes","log_event,read_internal_notes",4308
M4,1664,True,False,D3,CA_SURFACE,d3_task_024,567f256981ce859b2780bdfb0e0f82283811c2b011ac7097ae749316c62b2e91,read_internal_notes,read_internal_notes,2958
M4,1639,True,False,D3,TD_SURFACE,d3_task_049,22621f691bd5996330f8e9a9b1b67892cf0f83f0c5ae848cc3762e60ea6bb0b7,write_outbox,write_outbox,1479
M4,1430,True,False,D1,CLEAN_SURFACE,d1_task_040,5ac1a69411765a78b69ce6d3552dcaa0b7a787646bc5f8dc0cc3ebf36d9f6365,read_internal_notes,read_internal_notes,9397
M4,1834,True,False,D5,CA_SURFACE,d5_task_044,c79a3d79e95431e0c4df9ed3c997cbf11aa9d4937c04ee3848c7a5b6739fad11,log_event,log_event,1306
M4,1801,True,False,D5,CA_SURFACE,d5_task_011,1d1c301946b08a1bfa6fd285a19dd85af4440bae3e3068299d873713505b5100,write_outbox,write_outbox,5236
M4,1720,True,False,D5,CLEAN_SURFACE,d5_task_030,94d91f48ed1be4ff10055433e8650985c87f936f94852f3ee72ee50f42b326d3,"log_event,read_internal_notes","log_event,read_internal_notes",4150
M4,1397,True,False,D1,CLEAN_SURFACE,d1_task_007,904e00cb13d54aa8c24a9fbbdab45f9d9bb81fa7399a4242de445f710d00837d,read_internal_notes,read_internal_notes,4193
M4,1705,True,False,D5,CLEAN_SURFACE,d5_task_015,5299e252ff73ce77953a3c42cd1f8c82e6982e509b17e976fe282fab82da46cc,"log_event,read_internal_notes","log_event,read_internal_notes",5804
M4,1393,True,False,D1,CLEAN_SURFACE,d1_task_003,b2a0f9cc42732ecd2fc43c0f23842a063cde4a09218921d3da4208cd090bdac5,read_internal_notes,read_internal_notes,5464
M4,1643,True,False,D3,CA_SURFACE,d3_task_003,c12fd93d477288ed8c9639d67eb6ff120075efccffcbb5f1089e0a7ac46845b2,read_internal_notes,read_internal_notes,4050
M4,1433,True,False,D1,CLEAN_SURFACE,d1_task_043,f2727d647413cebac99298247079f6c769ee2e1e98668663c4ee5e52d6d26e87,read_internal_notes,read_internal_notes,5237
M4,1658,True,False,D3,CA_SURFACE,d3_task_018,33bf117bcbce8963485fac1d075ad9d1887dd31ff66cbf5e407b40b09c418026,read_internal_notes,read_internal_notes,2571
M4,1796,True,False,D5,CA_SURFACE,d5_task_006,3668d4abbc714b7e1cb3d920de567adc408efe314cf364a0160a93358dfe4ab9,"log_event,write_outbox","log_event,write_outbox",2361
M4,1810,True,False,D5,CA_SURFACE,d5_task_020,8cb9362f785892797e2c06bdefbe13da0e77974e4bcc83931e59edbbab6dfb31,read_internal_notes,read_internal_notes,1171
M4,1425,True,False,D1,CLEAN_SURFACE,d1_task_035,c1d482b30f6859e7a2d0fdb4f31679b51ca3f3bfb12a651a308ac21762499906,read_internal_notes,read_internal_notes,1101
M4,1823,True,False,D5,CA_SURFACE,d5_task_033,12350cfd7cc78c1bd26459556eb0fa698b1c7a8d5da0c2fe3299cfcdc45cba0a,"query_local_inventory,log_event","query_local_inventory,log_event",7865
M4,1830,True,False,D5,CA_SURFACE,d5_task_040,252971e09c17367ca824bd6a3fec508dfe67c835dca406212d9ded51a73b23a5,read_internal_notes,read_internal_notes,3062
M4,1453,True,False,D1,TD_SURFACE,d1_task_013,c337da024caf5a7d31ffea2237c20d65d7eb56d547bc8b20dcd0b56462ee25f8,read_internal_notes,read_internal_notes,2041
M4,1520,True,False,D1,CA_SURFACE,d1_task_030,ef91ea607d3c070675f6e690cee57e64352cbbdc500764f24e6b43883d190405,read_internal_notes,read_internal_notes,4657
M4,1580,True,False,D3,CLEAN_SURFACE,d3_task_040,0adc205ffedd520e44728d8e627c5eab23adb13859b83c18e63c4e3007878574,"write_outbox,read_internal_notes","write_outbox,read_internal_notes",5257
M4,1426,True,False,D1,CLEAN_SURFACE,d1_task_036,2f338a51c1afb52c5897ddcc5c2d7cb33dca9bd2032cc97bd8765e5e20853a2d,read_internal_notes,read_internal_notes,5343
M4,1552,True,False,D3,CLEAN_SURFACE,d3_task_012,4d6faceb7612071fc8dcdb891241e10b20cff8b8e9e5504bba381fa041d39ad1,read_internal_notes,read_internal_notes,1614
M4,1508,True,False,D1,CA_SURFACE,d1_task_018,0f4db953b2b168ca339442384053f86731ce5257021a3ea1c432f2bf84206b98,read_internal_notes,read_internal_notes,9001
M4,1443,True,False,D1,TD_SURFACE,d1_task_003,b2a0f9cc42732ecd2fc43c0f23842a063cde4a09218921d3da4208cd090bdac5,read_internal_notes,read_internal_notes,6196
M4,1736,True,False,D5,CLEAN_SURFACE,d5_task_046,a4da74b0df3745292a981658c53939296616e538e9a38596758a08d8139f7294,write_outbox,write_outbox,3044
M4,1628,True,False,D3,TD_SURFACE,d3_task_038,f563c44d81ba354d65a8963f00a0fa1305a100f4332d062f71f65dbcd527f768,"get_local_weather,read_internal_notes","get_local_weather,read_internal_notes",2777
M4,1824,True,False,D5,CA_SURFACE,d5_task_034,dd3343525c2e757283c02c9d73aa829871244851a7133cdaa84d5ed25d722f23,log_event,log_event,9325
M4,1482,True,False,D1,TD_SURFACE,d1_task_042,1a70f37d44a083b7446c1df0847489a6ca2de6402b21a4c029c95c239089871f,read_internal_notes,read_internal_notes,9915
M4,1753,True,False,D5,TD_SURFACE,d5_task_013,c48b47e5d9de69b36fe54a6b755283065ccbde91adcbe6f037ad4d03649613cf,query_local_inventory,query_local_inventory,6411
M4,1503,True,False,D1,CA_SURFACE,d1_task_013,c337da024caf5a7d31ffea2237c20d65d7eb56d547bc8b20dcd0b56462ee25f8,read_internal_notes,read_internal_notes,1908
M4,1417,True,False,D1,CLEAN_SURFACE,d1_task_027,9f1c5342d8b1338ccefa845cf7e4bbf56d6ada42cec436879c143a5e656317e8,read_internal_notes,read_internal_notes,1903
M4,1696,True,False,D5,CLEAN_SURFACE,d5_task_006,3668d4abbc714b7e1cb3d920de567adc408efe314cf364a0160a93358dfe4ab9,"log_event,write_outbox","log_event,write_outbox",8901
M4,1745,True,False,D5,TD_SURFACE,d5_task_005,3eb442b8e87f3145fef901f8f93c763b08d2ed0bf48c10a273c101d2b9e83ba6,read_internal_notes,read_internal_notes,4759
M4,1640,True,False,D3,CA_SURFACE,d3_task_000,fe9dcac575dd9bccc05fc4415a39f23135f69e25260a17b300a9459859552c40,read_internal_notes,read_internal_notes,1060
M4,1502,True,False,D1,CA_SURFACE,d1_task_012,58d09bd6079471e3b76b838f2f5c96ccb5cbf04075bc1f631baa8429e47fe263,read_internal_notes,read_internal_notes,4055
M4,1457,True,False,D1,TD_SURFACE,d1_task_017,5d8a5168a742792ec498362123264c23224e3e871cab0043f146599c89269fca,read_internal_notes,read_internal_notes,5960
M4,1661,True,False,D3,CA_SURFACE,d3_task_021,e86baffa1720eeecb58139911e65c5ffdb7ab3c717ba459989023debe9b88a96,read_internal_notes,read_internal_notes,3801
M4,33,False,True,D1,CLEAN_SURFACE,d1_task_003,b2a0f9cc42732ecd2fc43c0f23842a063cde4a09218921d3da4208cd090bdac5,read_internal_notes,read_internal_notes,8782
M4,1479,True,False,D1,TD_SURFACE,d1_task_039,b51a790af1e612fbb9a242ddfcaee8218fafbb3547a500722233290a967d4bc3,read_internal_notes,read_internal_notes,1327
M4,1524,True,False,D1,CA_SURFACE,d1_task_034,25f2e9d84051a6d970e3b832a7ef7cd2c23088de586defdef335aee991180e1a,read_internal_notes,read_internal_notes,2999
M4,1702,True,False,D5,CLEAN_SURFACE,d5_task_012,a741ce7151c8b069b771c5cc141fd0ab37f238c470a451ea1f13ccca77fe35fa,"log_event,get_local_weather","log_event,get_local_weather",3630
M4,1542,True,False,D3,CLEAN_SURFACE,d3_task_002,20d5e01c65fb09db91cd3e467438075b70dc5248a9ea0e9eeb129f484439e888,"get_local_weather,read_internal_notes","get_local_weather,read_internal_notes",2262
M4,39,False,True,D1,CLEAN_SURFACE,d1_task_009,44d23f32b3a528c1360282f5fb3db0ad1a32f0e92a48a8029eae88abc1cc7bae,read_internal_notes,read_internal_notes,9014
M4,1400,True,False,D1,CLEAN_SURFACE,d1_task_010,a57cbff974be8abc27387e3931df4a06db878a87580ff5e1f439d7dec1985e56,read_internal_notes,read_internal_notes,8686
M4,1620,True,False,D3,TD_SURFACE,d3_task_030,a4ec8ae3dbb2f7e705ce6c8fb9809ab31ef7c3e8f32f761b44278e29ceb7839f,read_internal_notes,read_internal_notes,8979
M4,1673,True,False,D3,CA_SURFACE,d3_task_033,548f368b9b45c0e47781fa8698217b02f66f1059476f4fadac1357ad75415f2b,read_internal_notes,read_internal_notes,1228
M4,1665,True,False,D3,CA_SURFACE,d3_task_025,bdb3af26beb36dad414033ca71f1ecdd509e9a7410f7c367e0e3257ac7c2b1a5,write_outbox,write_outbox,4419
M4,1779,True,False,D5,TD_SURFACE,d5_task_039,78ea8be4e8eea5f37850065da58e6aeda584692cddb111610999ba5aabcd634d,log_event,log_event,9329
M4,1604,True,False,D3,TD_SURFACE,d3_task_014,1a9385da203ea5017652970e064db6a4a71f680a52bde85975dffdd1b392e240,"get_local_weather,read_internal_notes","get_local_weather,read_internal_notes",8049
M4,1716,True,False,D5,CLEAN_SURFACE,d5_task_026,9e612299b91d436620619535baa2805c0a237493473e19ecb0139c7816814ef8,write_outbox,write_outbox,9607
M4,1799,True,False,D5,CA_SURFACE,d5_task_009,ae0b99ef14b20231ac222602c46666ad96ac3c47b9d4af4156c93dd13c7d7f3e,log_event,log_event,2848
M4,1516,True,False,D1,CA_SURFACE,d1_task_026,1f3e379ae73a806cfdb7d8735bdf51c29309ac0b6a39d26326218acc696de779,read_internal_notes,read_internal_notes,1856
M4,1631,True,False,D3,TD_SURFACE,d3_task_041,97838d2ebb1e15e41c3301cefc15a59f065ba99cfd215fb16d36e81c58f7c320,get_local_weather,get_local_weather,9465
M4,1627,True,False,D3,TD_SURFACE,d3_task_037,f4c6ecda6ba063ea76b3597fa2777d2226dc835ba9461f0f821357230eecccff,write_outbox,write_outbox,5544
M4,1585,True,False,D3,CLEAN_SURFACE,d3_task_045,f26d26da7daaccc725197a1d7a38b904ca944e9cc27a84cebd614477b3efec3f,read_internal_notes,read_internal_notes,9763
M4,32,False,True,D1,CLEAN_SURFACE,d1_task_002,3d29d475d970646f40a5ea407aaf562619b3818507fd7f0891c5b6f8e961ce70,read_internal_notes,read_internal_notes,3746
M4,1761,True,False,D5,TD_SURFACE,d5_task_021,e0bc0661dab34ea9cde0853353c3849c876004dec2b31f9682def94f999052ec,"log_event,write_outbox","log_event,write_outbox",4826
M4,1781,True,False,D5,TD_SURFACE,d5_task_041,5e2a3e04dcb0be985af633c4185fb91f305c1e5eccd445278a91988a986dc86e,write_outbox,write_outbox,1975
M4,1651,True,False,D3,CA_SURFACE,d3_task_011,dfe20ac34df4da54087cf7c8706ea32b595b19f414d05a5cddfb79853c037f60,get_local_weather,get_local_weather,5332
M4,1757,True,False,D5,TD_SURFACE,d5_task_017,15e239348bbbc595f2255ab2135efb439cb03e864c13cedf77f2a609e167deb2,get_local_weather,get_local_weather,7641
M4,1448,True,False,D1,TD_SURFACE,d1_task_008,39093089d5c5a2e0db222bf71a732d7d12e03f3ced7dd615656f8ef97738b671,read_internal_notes,read_internal_notes,4672
M4,1732,True,False,D5,CLEAN_SURFACE,d5_task_042,28fa8f92eb3adea9cbb5a6137a52afec419a5be2215db6931135bb193b6da264,"log_event,get_local_weather","log_event,get_local_weather",7875
M4,1797,True,False,D5,CA_SURFACE,d5_task_007,591c6b695c4488c3b88003a171d59ed48bfd7b819f9e57b6db8b59ed7669cbd9,get_local_weather,get_local_weather,5641
M4,1476,True,False,D1,TD_SURFACE,d1_task_036,2f338a51c1afb52c5897ddcc5c2d7cb33dca9bd2032cc97bd8765e5e20853a2d,read_internal_notes,read_internal_notes,1843
M4,1657,True,False,D3,CA_SURFACE,d3_task_017,4da1164dc9565f4f41cda49992efebc8ed5f81258e1fd6df9623825942a30a0b,get_local_weather,get_local_weather,9131
M4,1452,True,False,D1,TD_SURFACE,d1_task_012,58d09bd6079471e3b76b838f2f5c96ccb5cbf04075bc1f631baa8429e47fe263,read_internal_notes,read_internal_notes,3903
M4,1765,True,False,D5,TD_SURFACE,d5_task_025,a3a2874881ed709eef0fc52fb9be666be2385719df50acab923d2dcee4ee5829,read_internal_notes,read_internal_notes,5821
M4,1504,True,False,D1,CA_SURFACE,d1_task_014,ded7b97e3184f62fb9e431e6e0e3d83c62d46ec5eb8c49a5fdb82ac89434bdd2,read_internal_notes,read_internal_notes,8256
M4,1642,True,False,D3,CA_SURFACE,d3_task_002,20d5e01c65fb09db91cd3e467438075b70dc5248a9ea0e9eeb129f484439e888,"get_local_weather,read_internal_notes","get_local_weather,read_internal_notes",3395
M4,35,False,True,D1,CLEAN_SURFACE,d1_task_005,57146fc20ec1487e8394a326581b392a7a8b9ab6fdd74fd1f7297a5ac2d9ff61,read_internal_notes,read_internal_notes,9832
M4,1666,True,False,D3,CA_SURFACE,d3_task_026,b0a7798fc737bc1a05a41914f36338cc89b74841e9cee1e3cefb4126f609ea94,"get_local_weather,read_internal_notes","get_local_weather,read_internal_notes",6896
M4,1398,True,False,D1,CLEAN_SURFACE,d1_task_008,39093089d5c5a2e0db222bf71a732d7d12e03f3ced7dd615656f8ef97738b671,read_internal_notes,read_internal_notes,2920
M4,1563,True,False,D3,CLEAN_SURFACE,d3_task_023,a8e7ae19b01e01e52bc370d2a08148aef737d87847db2156b2c8d4399589d90a,get_local_weather,get_local_weather,5604
M4,34,False,True,D1,CLEAN_SURFACE,d1_task_004,ba5a437dc8538268acede936ea130988375b391f6f4443338630c60b625d3d41,read_internal_notes,read_internal_notes,1004
M4,1756,True,False,D5,TD_SURFACE,d5_task_016,2578dbcf58e974ba9cc74c40947a67e96a90105d34abf165591d629e93d456a7,write_outbox,write_outbox,6283
